guests,nights,meal_plan,room_type,lead_time,year,month,market,room_price,status
2,1,Not Selected,Room_Type 1,13,2018,2,Online,79.0,Not Canceled
1,4,Meal Plan 1,Room_Type 4,16,2018,4,Online,127.5,Canceled
2,1,Not Selected,Room_Type 4,32,2018,11,Complementary,0.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,190,2018,4,Offline,70.0,Canceled
1,2,Meal Plan 1,Room_Type 1,32,2017,11,Offline,73.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,186,2018,4,Offline,80.0,Not Canceled
1,1,Meal Plan 1,Room_Type 1,1,2018,3,Online,96.0,Not Canceled
2,1,Not Selected,Room_Type 1,13,2018,9,Corporate,100.0,Not Canceled
2,1,Meal Plan 1,Room_Type 5,151,2018,6,Offline,200.0,Canceled
2,3,Meal Plan 1,Room_Type 1,125,2018,4,Offline,71.0,Not Canceled
1,3,Meal Plan 1,Room_Type 1,5,2017,10,Online,0.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,40,2017,12,Offline,55.0,Not Canceled
2,1,Meal Plan 1,Room_Type 2,0,2018,1,Online,88.25,Not Canceled
1,7,Not Selected,Room_Type 1,97,2018,3,Online,58.6,Not Canceled
2,3,Not Selected,Room_Type 1,73,2018,4,Online,76.5,Canceled
2,6,Meal Plan 1,Room_Type 1,80,2018,3,Offline,80.75,Not Canceled
2,3,Meal Plan 1,Room_Type 1,221,2017,10,Offline,65.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,15,2018,5,Online,111.0,Canceled
2,2,Meal Plan 1,Room_Type 1,12,2018,2,Online,93.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,323,2018,5,Offline,70.0,Canceled
2,4,Meal Plan 1,Room_Type 1,89,2018,7,Offline,72.25,Not Canceled
2,3,Not Selected,Room_Type 1,67,2018,4,Online,81.9,Not Canceled
2,3,Meal Plan 1,Room_Type 1,221,2017,10,Offline,65.0,Not Canceled
1,1,Not Selected,Room_Type 1,0,2018,5,Online,105.34,Not Canceled
2,4,Meal Plan 1,Room_Type 1,57,2018,3,Online,85.85,Not Canceled
3,2,Meal Plan 2,Room_Type 4,114,2018,8,Online,207.0,Canceled
2,1,Not Selected,Room_Type 1,1,2018,11,Online,65.6,Not Canceled
3,3,Meal Plan 1,Room_Type 7,10,2018,9,Online,289.0,Not Canceled
3,9,Meal Plan 1,Room_Type 4,41,2018,3,Offline,66.72,Not Canceled
1,1,Meal Plan 1,Room_Type 1,164,2018,10,Offline,115.0,Canceled
2,3,Meal Plan 1,Room_Type 1,252,2018,10,Online,106.3,Canceled
2,4,Meal Plan 1,Room_Type 1,81,2018,3,Offline,65.0,Canceled
1,3,Meal Plan 1,Room_Type 1,166,2018,11,Offline,110.0,Canceled
2,2,Meal Plan 2,Room_Type 1,30,2017,9,Offline,121.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,42,2017,9,Offline,76.5,Not Canceled
1,3,Meal Plan 1,Room_Type 1,61,2018,5,Online,126.9,Not Canceled
2,3,Meal Plan 1,Room_Type 1,259,2018,5,Offline,90.0,Canceled
1,4,Meal Plan 1,Room_Type 4,20,2018,12,Online,131.35,Not Canceled
2,5,Not Selected,Room_Type 1,38,2018,7,Online,107.1,Not Canceled
2,2,Meal Plan 1,Room_Type 1,3,2018,8,Online,180.0,Not Canceled
3,1,Meal Plan 1,Room_Type 1,10,2018,9,Offline,124.0,Not Canceled
1,4,Meal Plan 1,Room_Type 1,162,2018,10,Offline,115.0,Canceled
2,3,Meal Plan 1,Room_Type 1,99,2018,6,Online,88.6,Canceled
2,4,Meal Plan 1,Room_Type 1,11,2017,10,Offline,88.5,Not Canceled
2,2,Meal Plan 2,Room_Type 1,30,2017,9,Offline,121.0,Not Canceled
2,7,Meal Plan 1,Room_Type 1,139,2018,7,Offline,72.25,Canceled
2,7,Not Selected,Room_Type 1,102,2018,4,Online,86.82,Not Canceled
1,2,Meal Plan 1,Room_Type 1,16,2018,6,Online,84.0,Not Canceled
2,4,Meal Plan 1,Room_Type 4,103,2018,5,Online,124.53,Canceled
2,3,Meal Plan 1,Room_Type 1,41,2017,10,Online,98.67,Not Canceled
2,3,Not Selected,Room_Type 1,11,2018,10,Online,144.0,Not Canceled
2,2,Not Selected,Room_Type 1,138,2018,11,Online,79.2,Not Canceled
2,3,Meal Plan 2,Room_Type 1,418,2018,9,Offline,107.0,Canceled
2,3,Meal Plan 1,Room_Type 1,157,2018,12,Offline,68.0,Not Canceled
3,3,Meal Plan 1,Room_Type 4,28,2018,11,Online,166.67,Canceled
2,3,Meal Plan 1,Room_Type 4,32,2017,10,Offline,70.0,Not Canceled
3,2,Meal Plan 1,Room_Type 4,1,2017,9,Online,209.5,Canceled
1,2,Meal Plan 1,Room_Type 1,193,2018,6,Online,100.8,Canceled
3,2,Meal Plan 1,Room_Type 4,19,2018,7,Online,162.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,112,2018,6,Offline,120.0,Canceled
1,6,Meal Plan 1,Room_Type 1,245,2018,7,Offline,110.0,Canceled
2,2,Meal Plan 2,Room_Type 1,386,2018,10,Offline,115.0,Canceled
3,4,Meal Plan 1,Room_Type 4,80,2018,10,Online,151.2,Not Canceled
2,2,Meal Plan 2,Room_Type 1,301,2018,7,Offline,115.0,Canceled
2,3,Meal Plan 1,Room_Type 1,73,2018,3,Offline,53.38,Not Canceled
2,4,Meal Plan 1,Room_Type 4,106,2018,1,Offline,62.0,Not Canceled
2,2,Meal Plan 2,Room_Type 1,102,2017,10,Offline,109.0,Not Canceled
2,5,Meal Plan 1,Room_Type 1,107,2018,8,Online,107.1,Canceled
2,1,Meal Plan 1,Room_Type 5,0,2018,3,Corporate,135.0,Not Canceled
2,1,Meal Plan 1,Room_Type 1,0,2018,6,Complementary,0.0,Not Canceled
2,1,Meal Plan 1,Room_Type 1,0,2018,5,Online,79.31,Not Canceled
2,2,Not Selected,Room_Type 1,11,2018,10,Online,135.0,Not Canceled
2,4,Not Selected,Room_Type 1,31,2018,11,Online,57.59,Not Canceled
1,2,Meal Plan 1,Room_Type 1,65,2017,10,Offline,100.0,Not Canceled
2,2,Meal Plan 2,Room_Type 1,320,2018,8,Offline,115.0,Canceled
2,3,Not Selected,Room_Type 1,173,2018,10,Online,98.1,Not Canceled
2,2,Meal Plan 2,Room_Type 1,320,2018,8,Offline,115.0,Canceled
2,3,Meal Plan 2,Room_Type 1,34,2017,9,Offline,224.67,Canceled
2,4,Meal Plan 2,Room_Type 1,100,2018,9,Offline,140.0,Not Canceled
1,3,Meal Plan 1,Room_Type 1,1,2018,11,Online,68.76,Not Canceled
3,2,Meal Plan 1,Room_Type 4,75,2018,10,Online,96.78,Not Canceled
2,5,Meal Plan 1,Room_Type 1,115,2018,5,Online,99.45,Not Canceled
2,2,Meal Plan 1,Room_Type 1,67,2017,11,Online,104.55,Canceled
1,1,Meal Plan 1,Room_Type 1,14,2017,10,Offline,100.0,Not Canceled
1,2,Meal Plan 1,Room_Type 1,60,2017,10,Offline,60.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,57,2018,4,Online,96.3,Canceled
2,1,Meal Plan 1,Room_Type 4,19,2018,8,Online,166.0,Canceled
3,4,Meal Plan 1,Room_Type 1,7,2018,12,Online,100.73,Not Canceled
2,3,Meal Plan 1,Room_Type 1,17,2018,9,Online,123.62,Not Canceled
2,2,Meal Plan 1,Room_Type 1,31,2017,10,Online,96.3,Not Canceled
2,7,Meal Plan 2,Room_Type 1,277,2018,9,Offline,89.14,Not Canceled
2,2,Meal Plan 1,Room_Type 1,86,2017,9,Offline,105.0,Not Canceled
1,1,Not Selected,Room_Type 1,1,2018,5,Online,129.0,Not Canceled
2,2,Not Selected,Room_Type 1,187,2018,7,Online,94.5,Canceled
2,3,Meal Plan 1,Room_Type 1,219,2018,8,Online,69.33,Canceled
2,3,Meal Plan 1,Room_Type 1,82,2017,11,Online,72.25,Not Canceled
2,2,Meal Plan 1,Room_Type 1,28,2018,5,Corporate,109.0,Not Canceled
2,3,Meal Plan 1,Room_Type 2,230,2018,7,Online,86.5,Canceled
2,1,Not Selected,Room_Type 1,31,2018,4,Online,94.5,Canceled
2,1,Meal Plan 1,Room_Type 1,40,2017,10,Online,96.3,Not Canceled
2,3,Meal Plan 1,Room_Type 4,49,2018,3,Online,121.5,Not Canceled
1,1,Meal Plan 1,Room_Type 1,1,2017,8,Online,0.0,Not Canceled
2,7,Meal Plan 1,Room_Type 4,79,2018,11,Online,91.2,Not Canceled
2,1,Not Selected,Room_Type 1,60,2018,11,Online,88.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,101,2018,4,Offline,80.0,Canceled
2,3,Meal Plan 1,Room_Type 1,193,2018,6,Offline,120.0,Canceled
1,1,Meal Plan 1,Room_Type 4,0,2018,3,Complementary,0.0,Not Canceled
2,3,Meal Plan 1,Room_Type 4,38,2018,10,Online,111.8,Not Canceled
2,2,Meal Plan 2,Room_Type 1,386,2018,10,Offline,115.0,Canceled
2,3,Not Selected,Room_Type 1,31,2018,12,Offline,63.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,273,2018,5,Offline,95.0,Canceled
2,4,Meal Plan 1,Room_Type 1,60,2018,12,Online,88.4,Not Canceled
2,8,Not Selected,Room_Type 1,11,2018,8,Online,139.0,Canceled
2,3,Meal Plan 1,Room_Type 5,36,2018,10,Offline,144.0,Not Canceled
2,2,Not Selected,Room_Type 1,125,2018,6,Online,116.1,Not Canceled
2,2,Not Selected,Room_Type 1,34,2018,10,Online,109.0,Canceled
1,6,Meal Plan 1,Room_Type 1,69,2018,6,Offline,120.0,Canceled
1,1,Not Selected,Room_Type 1,11,2018,9,Online,94.71,Not Canceled
2,3,Meal Plan 1,Room_Type 1,273,2018,5,Offline,95.0,Canceled
2,3,Meal Plan 1,Room_Type 1,109,2018,5,Offline,80.75,Not Canceled
2,2,Meal Plan 1,Room_Type 1,8,2018,5,Online,126.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,19,2018,2,Online,66.57,Not Canceled
2,2,Meal Plan 1,Room_Type 1,74,2018,11,Online,93.6,Not Canceled
1,3,Meal Plan 1,Room_Type 1,37,2018,10,Offline,95.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,2,2017,12,Online,119.0,Not Canceled
2,4,Not Selected,Room_Type 1,29,2018,3,Online,73.08,Canceled
1,4,Meal Plan 1,Room_Type 1,13,2017,12,Corporate,65.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,10,2018,3,Online,83.93,Not Canceled
2,4,Not Selected,Room_Type 1,104,2018,4,Online,72.25,Canceled
2,3,Meal Plan 1,Room_Type 1,108,2018,3,Online,87.3,Canceled
2,3,Meal Plan 1,Room_Type 2,54,2018,10,Offline,95.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,276,2018,9,Offline,95.0,Canceled
2,3,Meal Plan 1,Room_Type 4,64,2018,9,Online,115.5,Not Canceled
2,4,Meal Plan 1,Room_Type 4,7,2018,12,Online,90.1,Not Canceled
2,1,Not Selected,Room_Type 1,104,2018,10,Online,108.0,Canceled
2,3,Meal Plan 1,Room_Type 4,46,2018,10,Online,125.55,Canceled
2,4,Not Selected,Room_Type 1,169,2018,7,Online,89.25,Not Canceled
2,5,Meal Plan 1,Room_Type 1,32,2017,10,Online,94.5,Canceled
2,2,Meal Plan 1,Room_Type 4,129,2018,8,Online,109.8,Not Canceled
1,3,Not Selected,Room_Type 1,122,2018,7,Online,106.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,81,2018,11,Online,93.6,Canceled
2,3,Meal Plan 1,Room_Type 1,58,2018,11,Offline,75.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,60,2017,9,Offline,65.0,Not Canceled
2,3,Meal Plan 2,Room_Type 4,83,2018,6,Online,174.6,Not Canceled
2,5,Meal Plan 1,Room_Type 4,98,2018,7,Online,144.9,Canceled
2,2,Meal Plan 1,Room_Type 1,24,2018,1,Online,115.5,Not Canceled
3,3,Meal Plan 1,Room_Type 4,47,2018,6,Online,150.3,Not Canceled
3,3,Meal Plan 1,Room_Type 4,130,2018,7,Online,137.7,Not Canceled
2,3,Meal Plan 1,Room_Type 1,308,2018,11,Online,78.3,Canceled
3,2,Meal Plan 1,Room_Type 4,262,2018,11,Online,146.7,Canceled
4,1,Meal Plan 1,Room_Type 6,30,2018,6,Online,162.35,Not Canceled
1,5,Meal Plan 1,Room_Type 1,4,2017,10,Online,92.4,Not Canceled
2,4,Meal Plan 1,Room_Type 1,51,2018,3,Online,54.09,Canceled
1,1,Meal Plan 1,Room_Type 1,1,2018,5,Online,105.0,Canceled
2,2,Meal Plan 2,Room_Type 1,239,2018,6,Offline,112.2,Canceled
2,1,Not Selected,Room_Type 1,47,2018,3,Online,71.1,Not Canceled
2,3,Meal Plan 1,Room_Type 1,305,2018,11,Offline,89.0,Canceled
2,5,Meal Plan 1,Room_Type 1,85,2018,3,Online,73.95,Not Canceled
3,5,Meal Plan 1,Room_Type 4,22,2018,4,Online,152.6,Not Canceled
2,2,Not Selected,Room_Type 1,54,2018,11,Online,79.2,Canceled
1,2,Meal Plan 1,Room_Type 1,13,2018,11,Online,73.15,Not Canceled
2,3,Meal Plan 1,Room_Type 1,27,2018,5,Online,141.0,Canceled
2,3,Meal Plan 1,Room_Type 1,279,2018,10,Offline,80.75,Not Canceled
2,3,Meal Plan 1,Room_Type 4,50,2017,11,Offline,60.0,Not Canceled
2,7,Meal Plan 1,Room_Type 1,21,2018,12,Online,90.1,Not Canceled
3,2,Meal Plan 1,Room_Type 1,33,2018,5,Online,125.1,Not Canceled
1,3,Meal Plan 1,Room_Type 5,157,2018,8,Corporate,106.0,Canceled
2,1,Meal Plan 2,Room_Type 1,72,2017,9,Offline,108.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,5,2018,5,Corporate,110.0,Not Canceled
2,2,Not Selected,Room_Type 1,26,2018,2,Online,77.0,Not Canceled
3,4,Meal Plan 1,Room_Type 1,17,2018,12,Online,152.1,Not Canceled
1,3,Meal Plan 1,Room_Type 1,4,2018,3,Corporate,69.0,Not Canceled
4,3,Meal Plan 1,Room_Type 6,88,2018,9,Online,207.9,Canceled
3,8,Meal Plan 1,Room_Type 1,210,2018,8,Offline,96.9,Not Canceled
2,4,Meal Plan 1,Room_Type 4,157,2018,7,Online,120.7,Canceled
2,2,Meal Plan 1,Room_Type 4,3,2018,2,Online,105.0,Not Canceled
2,1,Meal Plan 1,Room_Type 1,65,2017,10,Online,89.2,Not Canceled
2,1,Meal Plan 1,Room_Type 1,1,2018,6,Online,111.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,66,2018,9,Online,98.1,Not Canceled
2,6,Meal Plan 1,Room_Type 4,76,2018,10,Online,71.05,Not Canceled
2,2,Meal Plan 2,Room_Type 1,102,2017,10,Offline,109.0,Not Canceled
1,2,Not Selected,Room_Type 1,6,2018,12,Online,79.2,Not Canceled
1,4,Meal Plan 1,Room_Type 1,118,2018,6,Offline,110.0,Not Canceled
2,4,Meal Plan 2,Room_Type 1,15,2018,11,Online,92.94,Not Canceled
2,2,Meal Plan 2,Room_Type 4,80,2017,10,Offline,136.0,Not Canceled
2,5,Meal Plan 2,Room_Type 1,230,2018,9,Offline,137.0,Canceled
2,3,Meal Plan 1,Room_Type 1,305,2018,11,Offline,89.0,Canceled
2,3,Meal Plan 2,Room_Type 1,96,2017,7,Offline,94.5,Canceled
2,2,Meal Plan 1,Room_Type 4,65,2018,9,Online,149.4,Canceled
2,2,Meal Plan 2,Room_Type 1,386,2018,10,Offline,115.0,Canceled
2,3,Meal Plan 1,Room_Type 1,304,2018,11,Offline,89.0,Canceled
3,4,Meal Plan 1,Room_Type 1,1,2018,3,Online,119.0,Not Canceled
2,1,Not Selected,Room_Type 1,1,2018,12,Online,78.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,3,2018,8,Online,169.0,Not Canceled
3,1,Meal Plan 1,Room_Type 4,58,2018,12,Online,138.6,Not Canceled
2,1,Meal Plan 1,Room_Type 1,105,2018,4,Offline,75.0,Canceled
2,1,Not Selected,Room_Type 1,10,2018,3,Online,97.0,Canceled
2,5,Meal Plan 1,Room_Type 1,80,2018,6,Online,107.1,Not Canceled
2,3,Meal Plan 1,Room_Type 4,1,2017,12,Online,197.0,Not Canceled
2,2,Not Selected,Room_Type 1,0,2018,10,Online,130.0,Not Canceled
2,1,Meal Plan 2,Room_Type 1,55,2018,4,Offline,104.0,Not Canceled
2,2,Meal Plan 1,Room_Type 4,74,2018,10,Online,132.3,Canceled
2,3,Meal Plan 1,Room_Type 1,8,2018,5,Online,111.35,Not Canceled
1,1,Not Selected,Room_Type 1,69,2018,10,Online,57.52,Not Canceled
2,4,Meal Plan 1,Room_Type 4,2,2018,1,Online,79.6,Not Canceled
2,3,Meal Plan 1,Room_Type 1,23,2018,8,Offline,85.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,80,2018,5,Online,126.9,Not Canceled
2,7,Meal Plan 1,Room_Type 1,151,2018,9,Online,121.5,Canceled
2,3,Meal Plan 1,Room_Type 4,62,2018,10,Online,132.3,Not Canceled
2,2,Meal Plan 1,Room_Type 1,317,2018,9,Offline,120.0,Canceled
1,3,Meal Plan 1,Room_Type 1,118,2018,6,Offline,110.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,239,2018,10,Online,96.3,Canceled
2,2,Meal Plan 2,Room_Type 1,39,2017,8,Offline,109.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,29,2017,10,Online,73.21,Not Canceled
2,3,Meal Plan 2,Room_Type 1,88,2018,5,Offline,117.0,Not Canceled
2,1,Meal Plan 1,Room_Type 1,42,2018,3,Online,93.6,Not Canceled
2,3,Meal Plan 1,Room_Type 1,42,2018,4,Offline,72.76,Not Canceled
2,4,Meal Plan 1,Room_Type 1,42,2018,3,Online,118.16,Not Canceled
1,6,Meal Plan 1,Room_Type 1,245,2018,7,Offline,110.0,Canceled
2,5,Meal Plan 1,Room_Type 1,46,2018,3,Offline,75.0,Not Canceled
1,1,Meal Plan 1,Room_Type 1,12,2018,12,Corporate,79.0,Not Canceled
1,2,Meal Plan 1,Room_Type 1,32,2017,11,Offline,73.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,5,2018,3,Online,133.0,Not Canceled
2,4,Meal Plan 2,Room_Type 1,136,2018,6,Online,123.25,Not Canceled
2,3,Meal Plan 1,Room_Type 1,78,2018,4,Online,69.53,Not Canceled
2,3,Meal Plan 1,Room_Type 1,44,2018,2,Offline,75.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,108,2017,9,Online,98.25,Canceled
2,3,Meal Plan 1,Room_Type 1,28,2017,9,Online,84.0,Not Canceled
2,1,Meal Plan 1,Room_Type 1,185,2017,7,Online,66.13,Canceled
3,3,Not Selected,Room_Type 1,31,2018,3,Online,53.19,Not Canceled
1,2,Meal Plan 1,Room_Type 1,6,2018,3,Online,103.0,Canceled
3,4,Meal Plan 1,Room_Type 4,89,2018,6,Online,169.58,Canceled
2,2,Meal Plan 1,Room_Type 1,66,2018,7,Online,130.5,Not Canceled
2,1,Not Selected,Room_Type 1,0,2018,5,Online,62.73,Not Canceled
1,1,Meal Plan 1,Room_Type 4,64,2018,9,Online,149.4,Canceled
3,3,Meal Plan 1,Room_Type 1,71,2018,9,Online,152.1,Not Canceled
2,3,Meal Plan 1,Room_Type 1,53,2018,9,Offline,85.5,Not Canceled
2,1,Meal Plan 1,Room_Type 1,105,2018,4,Offline,75.0,Canceled
2,1,Meal Plan 1,Room_Type 1,95,2018,10,Online,99.9,Not Canceled
1,1,Meal Plan 1,Room_Type 1,12,2018,9,Offline,85.0,Not Canceled
3,3,Meal Plan 1,Room_Type 1,147,2018,7,Offline,84.58,Not Canceled
2,3,Meal Plan 1,Room_Type 1,94,2018,10,Online,118.8,Canceled
2,6,Meal Plan 1,Room_Type 1,124,2018,3,Offline,48.33,Not Canceled
2,2,Meal Plan 2,Room_Type 1,377,2018,10,Offline,115.0,Canceled
2,6,Meal Plan 1,Room_Type 4,150,2018,6,Online,121.83,Not Canceled
2,5,Meal Plan 1,Room_Type 1,64,2018,3,Offline,46.4,Not Canceled
1,3,Meal Plan 1,Room_Type 1,93,2018,10,Offline,115.0,Canceled
2,5,Not Selected,Room_Type 1,71,2018,4,Online,84.15,Not Canceled
2,2,Meal Plan 2,Room_Type 1,386,2018,10,Offline,115.0,Canceled
2,2,Meal Plan 2,Room_Type 1,74,2017,9,Offline,101.5,Not Canceled
1,2,Meal Plan 1,Room_Type 1,2,2018,2,Offline,72.1,Not Canceled
1,1,Meal Plan 1,Room_Type 1,1,2018,3,Online,0.0,Not Canceled
2,7,Meal Plan 2,Room_Type 1,14,2018,8,Offline,116.0,Canceled
2,2,Meal Plan 1,Room_Type 1,70,2018,6,Offline,100.0,Not Canceled
4,1,Meal Plan 1,Room_Type 6,0,2017,8,Online,174.0,Not Canceled
1,5,Meal Plan 1,Room_Type 4,2,2017,11,Online,90.09,Not Canceled
1,4,Meal Plan 1,Room_Type 1,42,2017,9,Online,85.5,Not Canceled
2,4,Meal Plan 1,Room_Type 1,43,2018,3,Online,81.9,Not Canceled
3,2,Meal Plan 1,Room_Type 1,43,2018,4,Online,125.53,Not Canceled
4,6,Meal Plan 1,Room_Type 6,116,2018,10,Online,190.8,Canceled
2,3,Meal Plan 1,Room_Type 1,280,2018,9,Offline,110.0,Canceled
2,2,Meal Plan 1,Room_Type 4,2,2018,1,Online,87.3,Not Canceled
1,2,Meal Plan 1,Room_Type 4,5,2018,4,Online,131.0,Canceled
2,3,Meal Plan 1,Room_Type 1,61,2018,12,Online,93.6,Not Canceled
1,3,Meal Plan 1,Room_Type 1,37,2018,10,Offline,95.0,Not Canceled
2,1,Not Selected,Room_Type 1,207,2018,10,Online,98.1,Canceled
2,3,Meal Plan 1,Room_Type 1,66,2017,10,Offline,75.0,Canceled
2,6,Meal Plan 1,Room_Type 1,130,2018,8,Online,114.3,Not Canceled
1,3,Meal Plan 1,Room_Type 1,151,2018,1,Offline,71.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,183,2018,9,Offline,110.0,Canceled
2,3,Not Selected,Room_Type 1,75,2018,4,Online,85.5,Canceled
2,6,Meal Plan 2,Room_Type 1,94,2018,3,Offline,110.75,Not Canceled
2,2,Meal Plan 1,Room_Type 1,9,2018,3,Online,109.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,103,2018,5,Offline,80.0,Not Canceled
2,3,Meal Plan 1,Room_Type 4,131,2018,10,Online,132.3,Canceled
3,1,Meal Plan 1,Room_Type 4,21,2018,5,Online,157.0,Canceled
1,3,Meal Plan 1,Room_Type 1,19,2017,10,Offline,80.0,Not Canceled
1,2,Meal Plan 1,Room_Type 1,33,2018,9,Complementary,65.0,Not Canceled
2,2,Meal Plan 2,Room_Type 1,247,2018,6,Offline,115.0,Canceled
2,2,Meal Plan 1,Room_Type 1,1,2017,10,Offline,12.0,Not Canceled
2,5,Meal Plan 1,Room_Type 1,336,2018,9,Offline,78.0,Not Canceled
2,1,Meal Plan 1,Room_Type 1,92,2018,4,Online,105.3,Not Canceled
2,5,Meal Plan 1,Room_Type 1,213,2018,8,Online,108.95,Canceled
2,6,Not Selected,Room_Type 1,160,2018,11,Online,76.27,Canceled
2,3,Meal Plan 1,Room_Type 1,121,2018,5,Offline,80.75,Not Canceled
2,3,Meal Plan 1,Room_Type 1,38,2018,6,Online,117.9,Not Canceled
3,1,Meal Plan 1,Room_Type 4,1,2018,2,Online,127.0,Not Canceled
1,4,Meal Plan 1,Room_Type 1,270,2018,4,Offline,70.0,Not Canceled
2,4,Not Selected,Room_Type 1,4,2018,9,Online,108.99,Not Canceled
2,3,Meal Plan 1,Room_Type 1,230,2018,9,Online,96.3,Not Canceled
2,1,Meal Plan 1,Room_Type 1,28,2017,12,Online,87.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,228,2018,5,Online,106.2,Canceled
3,4,Meal Plan 1,Room_Type 4,49,2018,10,Online,158.4,Not Canceled
1,2,Meal Plan 1,Room_Type 1,60,2017,9,Online,0.0,Not Canceled
3,2,Meal Plan 1,Room_Type 1,3,2018,4,Online,102.8,Not Canceled
2,1,Not Selected,Room_Type 1,3,2018,9,Online,129.0,Not Canceled
2,2,Not Selected,Room_Type 1,79,2018,5,Online,116.1,Not Canceled
1,1,Meal Plan 1,Room_Type 1,23,2017,10,Corporate,65.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,32,2018,2,Online,86.15,Not Canceled
2,3,Not Selected,Room_Type 1,0,2018,7,Online,144.67,Not Canceled
2,2,Meal Plan 1,Room_Type 4,6,2018,2,Online,108.0,Not Canceled
2,1,Not Selected,Room_Type 1,2,2018,6,Offline,75.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,317,2018,9,Offline,120.0,Canceled
2,3,Meal Plan 1,Room_Type 1,64,2018,7,Online,81.08,Not Canceled
2,2,Meal Plan 1,Room_Type 1,66,2018,2,Offline,58.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,322,2018,5,Offline,80.0,Canceled
2,7,Meal Plan 1,Room_Type 1,95,2018,4,Offline,87.04,Not Canceled
2,2,Not Selected,Room_Type 1,22,2018,3,Online,129.0,Canceled
1,5,Meal Plan 1,Room_Type 1,191,2018,7,Online,86.75,Canceled
2,1,Not Selected,Room_Type 1,47,2017,12,Online,67.5,Not Canceled
2,5,Meal Plan 2,Room_Type 4,16,2018,2,Online,148.0,Not Canceled
2,1,Not Selected,Room_Type 1,92,2018,10,Online,117.0,Not Canceled
3,5,Meal Plan 1,Room_Type 1,153,2018,7,Offline,96.9,Not Canceled
3,2,Meal Plan 1,Room_Type 4,15,2018,7,Online,187.0,Not Canceled
2,2,Meal Plan 1,Room_Type 4,40,2018,10,Online,139.5,Canceled
2,3,Meal Plan 1,Room_Type 1,68,2018,10,Online,96.6,Not Canceled
2,2,Meal Plan 2,Room_Type 1,39,2017,8,Offline,101.5,Not Canceled
2,2,Meal Plan 1,Room_Type 1,301,2018,11,Offline,52.0,Canceled
2,2,Meal Plan 1,Room_Type 1,28,2018,5,Corporate,100.0,Not Canceled
2,3,Meal Plan 1,Room_Type 4,95,2018,4,Online,68.2,Not Canceled
1,2,Meal Plan 1,Room_Type 1,164,2017,10,Offline,100.0,Not Canceled
2,2,Meal Plan 2,Room_Type 1,275,2018,4,Offline,110.0,Canceled
1,2,Meal Plan 2,Room_Type 1,102,2017,10,Offline,87.0,Not Canceled
2,5,Meal Plan 1,Room_Type 4,56,2018,10,Online,139.5,Canceled
2,3,Meal Plan 1,Room_Type 1,69,2017,10,Online,98.25,Not Canceled
2,2,Meal Plan 1,Room_Type 1,315,2018,12,Offline,52.0,Not Canceled
3,3,Meal Plan 1,Room_Type 1,81,2018,5,Online,143.1,Not Canceled
2,2,Meal Plan 1,Room_Type 2,181,2017,8,Online,76.5,Canceled
2,8,Meal Plan 1,Room_Type 1,57,2017,12,Online,76.2,Not Canceled
3,2,Meal Plan 1,Room_Type 4,34,2018,4,Online,159.3,Canceled
2,4,Not Selected,Room_Type 1,72,2018,10,Online,79.65,Canceled
1,6,Meal Plan 1,Room_Type 1,69,2018,6,Offline,120.0,Canceled
2,2,Meal Plan 1,Room_Type 4,67,2018,7,Online,123.3,Not Canceled
2,2,Meal Plan 2,Room_Type 1,102,2017,10,Offline,101.5,Canceled
2,1,Not Selected,Room_Type 1,71,2018,12,Online,79.2,Not Canceled
1,3,Meal Plan 1,Room_Type 1,1,2018,2,Offline,60.0,Canceled
1,3,Meal Plan 1,Room_Type 1,214,2018,8,Online,90.9,Canceled
2,2,Meal Plan 1,Room_Type 1,17,2018,3,Corporate,80.0,Not Canceled
